sample_id,original_audio,label,label_id,source,genre,generator,audio_path,track_id,description,path_in_dataset,file_exists
sample_01146,Snakefirewalking - Los Llamarada,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Snakefirewalking_Los_Llamarada_brev_TTA_001.mp3,,"no-wave, post-punk, clattering, cavernous, organ-drones, dissonant, hypnotic, primitive, feral, trancey",TTA/brev/Snakefirewalking_Los_Llamarada_brev_TTA_001.mp3,True
sample_01147,Snakefirewalking - Los Llamarada,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Snakefirewalking_Los_Llamarada_brev_TTA_002.mp3,,"no-wave, post-punk, clattering, cavernous, organ-drones, dissonant, hypnotic, primitive, feral, trancey",TTA/brev/Snakefirewalking_Los_Llamarada_brev_TTA_002.mp3,True
sample_01148,Soul of the Demon - Zombie Raiders,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Soul_of_the_Demon_Zombie_Raiders_brev_TTA_001.mp3,,"horror-grind, blastbeats, chainsaw-guitars, guttural-vocals, murky, relentless, lo-fi, gory, chaotic, brutal",TTA/brev/Soul_of_the_Demon_Zombie_Raiders_brev_TTA_001.mp3,True
sample_01149,Soul of the Demon - Zombie Raiders,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Soul_of_the_Demon_Zombie_Raiders_brev_TTA_002.mp3,,"horror-grind, blastbeats, chainsaw-guitars, guttural-vocals, murky, relentless, lo-fi, gory, chaotic, brutal",TTA/brev/Soul_of_the_Demon_Zombie_Raiders_brev_TTA_002.mp3,True
sample_01150,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Stranger_Frigg_A_Go_Go_F.A.G.G._brev_TTA_001.mp3,,"garage-punk, live, raw, shouty, overdriven, fast, swaggering, lo-fi, sweaty, raucous",TTA/brev/Stranger_Frigg_A_Go_Go_F.A.G.G._brev_TTA_001.mp3,True
sample_01151,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Stranger_Frigg_A_Go_Go_F.A.G.G._brev_TTA_002.mp3,,"garage-punk, live, raw, shouty, overdriven, fast, swaggering, lo-fi, sweaty, raucous",TTA/brev/Stranger_Frigg_A_Go_Go_F.A.G.G._brev_TTA_002.mp3,True
sample_01152,Stuttgart - Portrayal,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Stuttgart_Portrayal_brev_TTA_001.mp3,,"darkwave, post-punk-bass, cold-synths, baritone-vocal, reverberant, minor, driving, melancholic, atmospheric, modern",TTA/brev/Stuttgart_Portrayal_brev_TTA_001.mp3,True
sample_01153,Stuttgart - Portrayal,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Stuttgart_Portrayal_brev_TTA_002.mp3,,"darkwave, post-punk-bass, cold-synths, baritone-vocal, reverberant, minor, driving, melancholic, atmospheric, modern",TTA/brev/Stuttgart_Portrayal_brev_TTA_002.mp3,True
sample_01154,Terve Teille - Чокнутый Пропеллер,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_001.mp3,,"russian-punk, raw, fast, shouty-vocals, lo-fi, snotty, minor-key, energetic, abrasive, sweaty",TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_001.mp3,True
sample_01155,Terve Teille - Чокнутый Пропеллер,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_002.mp3,,"russian-punk, raw, fast, shouty-vocals, lo-fi, snotty, minor-key, energetic, abrasive, sweaty",TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_002.mp3,True
sample_01156,The Contract - The IMG,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/The_Contract_The_IMG_brev_TTA_001.mp3,,"electro, darkwave, minor, pulsing, synthetic, moody, cinematic, bass-driven, nocturnal, modern",TTA/brev/The_Contract_The_IMG_brev_TTA_001.mp3,True
sample_01157,The Contract - The IMG,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/The_Contract_The_IMG_brev_TTA_002.mp3,,"electro, darkwave, minor, pulsing, synthetic, moody, cinematic, bass-driven, nocturnal, modern",TTA/brev/The_Contract_The_IMG_brev_TTA_002.mp3,True
sample_01158,The girl just faded - Los Llamarada,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/The_girl_just_faded_Los_Llamarada_brev_TTA_001.mp3,,"no-wave, murky, organ-drone, cavernous, repetitive, dissonant, lo-fi, trancey, haunted, primitive",TTA/brev/The_girl_just_faded_Los_Llamarada_brev_TTA_001.mp3,True
sample_01159,The girl just faded - Los Llamarada,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/The_girl_just_faded_Los_Llamarada_brev_TTA_002.mp3,,"no-wave, murky, organ-drone, cavernous, repetitive, dissonant, lo-fi, trancey, haunted, primitive",TTA/brev/The_girl_just_faded_Los_Llamarada_brev_TTA_002.mp3,True
sample_01160,Track 04 - Lightning Bolt,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Track_04_Lightning_Bolt_brev_TTA_001.mp3,,"noise-rock, live, overdriven-bass, manic-drumming, screamed-vocals, chaotic, relentless, lo-fi, explosive, frenetic",TTA/brev/Track_04_Lightning_Bolt_brev_TTA_001.mp3,True
sample_01161,Track 04 - Lightning Bolt,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Track_04_Lightning_Bolt_brev_TTA_002.mp3,,"noise-rock, live, overdriven-bass, manic-drumming, screamed-vocals, chaotic, relentless, lo-fi, explosive, frenetic",TTA/brev/Track_04_Lightning_Bolt_brev_TTA_002.mp3,True
sample_01162,Transmit - Lamprey,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Transmit_Lamprey_brev_TTA_001.mp3,,"downtempo, glitch-beats, airy-pads, cinematic-swells, minor, spacious, pulsing, atmospheric, modern, instrumental",TTA/brev/Transmit_Lamprey_brev_TTA_001.mp3,True
sample_01163,Transmit - Lamprey,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Transmit_Lamprey_brev_TTA_002.mp3,,"downtempo, glitch-beats, airy-pads, cinematic-swells, minor, spacious, pulsing, atmospheric, modern, instrumental",TTA/brev/Transmit_Lamprey_brev_TTA_002.mp3,True
sample_01164,Voxel - Andy G. Cohen,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Voxel_Andy_G._Cohen_brev_TTA_001.mp3,,"instrumental-rock, mathy, clean-guitar, layered-loops, upbeat, melodic, crisp, driving, bright, tight",TTA/brev/Voxel_Andy_G._Cohen_brev_TTA_001.mp3,True
sample_01165,Voxel - Andy G. Cohen,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Voxel_Andy_G._Cohen_brev_TTA_002.mp3,,"instrumental-rock, mathy, clean-guitar, layered-loops, upbeat, melodic, crisp, driving, bright, tight",TTA/brev/Voxel_Andy_G._Cohen_brev_TTA_002.mp3,True
sample_01166,We Move in Waves - Modey Lemon,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/We_Move_in_Waves_Modey_Lemon_brev_TTA_001.mp3,,"garage-psych, live, fuzzy-bass, pounding-drums, shouted-vocals, hypnotic, reverberant, chaotic, gritty, swaggering",TTA/brev/We_Move_in_Waves_Modey_Lemon_brev_TTA_001.mp3,True
sample_01167,We Move in Waves - Modey Lemon,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/We_Move_in_Waves_Modey_Lemon_brev_TTA_002.mp3,,"garage-psych, live, fuzzy-bass, pounding-drums, shouted-vocals, hypnotic, reverberant, chaotic, gritty, swaggering",TTA/brev/We_Move_in_Waves_Modey_Lemon_brev_TTA_002.mp3,True
sample_01168,Where Is Everything - The Moi Non Plus,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_001.mp3,,"art-punk, live, noisy-guitars, yelped-vocals, frenetic, dissonant, lo-fi, feedback, chaotic, explosive",TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_001.mp3,True
sample_01169,Where Is Everything - The Moi Non Plus,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_002.mp3,,"art-punk, live, noisy-guitars, yelped-vocals, frenetic, dissonant, lo-fi, feedback, chaotic, explosive",TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_002.mp3,True
sample_01170,Who Loves You Dear - Mink Lungs,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_001.mp3,,"indie-garage, live, harmonized, tambourine, crunchy-guitars, upbeat, hooky, raw, playful, communal",TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_001.mp3,True
sample_01171,Who Loves You Dear - Mink Lungs,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_002.mp3,,"indie-garage, live, harmonized, tambourine, crunchy-guitars, upbeat, hooky, raw, playful, communal",TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_002.mp3,True
sample_01172,Windows of the Skull - Sarin,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Windows_of_the_Skull_Sarin_brev_TTA_001.mp3,,"industrial-techno, metallic-percussion, distorted-kicks, ominous-drones, cold, relentless, warehouse, mechanical, minor, claustrophobic",TTA/brev/Windows_of_the_Skull_Sarin_brev_TTA_001.mp3,True
sample_01173,Windows of the Skull - Sarin,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Windows_of_the_Skull_Sarin_brev_TTA_002.mp3,,"industrial-techno, metallic-percussion, distorted-kicks, ominous-drones, cold, relentless, warehouse, mechanical, minor, claustrophobic",TTA/brev/Windows_of_the_Skull_Sarin_brev_TTA_002.mp3,True
sample_01174,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Wir_Werden_Gott_Japanische_Kampfhorspiele_brev_TTA_001.mp3,,"grindcore, german-vocals, blastbeats, technical-riffs, snarled, discordant, hyperfast, aggressive, chaotic, abrasive",TTA/brev/Wir_Werden_Gott_Japanische_Kampfhorspiele_brev_TTA_001.mp3,True
sample_01175,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Wir_Werden_Gott_Japanische_Kampfhorspiele_brev_TTA_002.mp3,,"grindcore, german-vocals, blastbeats, technical-riffs, snarled, discordant, hyperfast, aggressive, chaotic, abrasive",TTA/brev/Wir_Werden_Gott_Japanische_Kampfhorspiele_brev_TTA_002.mp3,True
sample_01176,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Ynkelig_Die_Morgendammerung_Des_Valhalla_brev_TTA_001.mp3,,"black-metal, tremolo-riffs, blastbeats, harsh-vocals, cold, minor, raw, cavernous, relentless, grim",TTA/brev/Ynkelig_Die_Morgendammerung_Des_Valhalla_brev_TTA_001.mp3,True
sample_01177,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Ynkelig_Die_Morgendammerung_Des_Valhalla_brev_TTA_002.mp3,,"black-metal, tremolo-riffs, blastbeats, harsh-vocals, cold, minor, raw, cavernous, relentless, grim",TTA/brev/Ynkelig_Die_Morgendammerung_Des_Valhalla_brev_TTA_002.mp3,True
sample_01178,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Новый_Нью-Йорк_2_Чокнутый_Пропеллер_brev_TTA_001.mp3,,"russian-punk, breakneck, snotty, gang-shouts, lo-fi, buzzsaw, chaotic, rebellious, gritty, sweaty",TTA/brev/Новый_Нью-Йорк_2_Чокнутый_Пропеллер_brev_TTA_001.mp3,True
sample_01179,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Echoes,Rock,brev,data/raw/Echoes/Echoes/TTA/brev/Новый_Нью-Йорк_2_Чокнутый_Пропеллер_brev_TTA_002.mp3,,"russian-punk, breakneck, snotty, gang-shouts, lo-fi, buzzsaw, chaotic, rebellious, gritty, sweaty",TTA/brev/Новый_Нью-Йорк_2_Чокнутый_Пропеллер_brev_TTA_002.mp3,True
sample_01180,"10,000 People Chanting, ""I'm an Individual"" - Nihilore",FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/10000_People_Chanting_Im_an_Individual_Nihilore_diffrhythm_TTA_001.mp3,,"cinematic, idm, downtempo, layered, swelling, anthemic, vocal-chants, spacious, emotive, evolving",TTA/diffrhythm/10000_People_Chanting_Im_an_Individual_Nihilore_diffrhythm_TTA_001.mp3,True
sample_01181,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/2Much_Andy_Spinelli_Alex_Sánchez_House_Edit_Tentacles_diffrhythm_TTA_001.mp3,,"house, four-on-the-floor, piano-stabs, filtered, vocal-chops, uplifting, club-ready, sidechained, energetic, glossy",TTA/diffrhythm/2Much_Andy_Spinelli_Alex_Sánchez_House_Edit_Tentacles_diffrhythm_TTA_001.mp3,True
sample_01182,3 am West End - statusq,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/3_am_West_End_statusq_diffrhythm_TTA_001.mp3,,"chillhop, nocturnal, lofi, warm, headnod, mellow, jazzy, vibey, dusty, relaxed",TTA/diffrhythm/3_am_West_End_statusq_diffrhythm_TTA_001.mp3,True
sample_01183,Acoustic Unleashed - Remain,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Acoustic_Unleashed_Remain_diffrhythm_TTA_001.mp3,,"electronic, acoustic-guitar, midtempo, driving, uplifting, arpeggiated, melodic, bright, clean, motivational",TTA/diffrhythm/Acoustic_Unleashed_Remain_diffrhythm_TTA_001.mp3,True
sample_01184,Ad Astra - P C III,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Ad_Astra_P_C_III_diffrhythm_TTA_001.mp3,,"space-ambient, slow-evolving, airy-pads, serene, vast, minimal, floating, meditative, reverb-lush, instrumental",TTA/diffrhythm/Ad_Astra_P_C_III_diffrhythm_TTA_001.mp3,True
sample_01185,All of Us - Eric Skiff,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/All_of_Us_Eric_Skiff_diffrhythm_TTA_001.mp3,,"chiptune, uplifting, anthemic, bright, arpeggios, driving, optimistic, catchy, crisp, instrumental",TTA/diffrhythm/All_of_Us_Eric_Skiff_diffrhythm_TTA_001.mp3,True
sample_01186,Ancient Whispers I - P C III,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Ancient_Whispers_I_P_C_III_diffrhythm_TTA_001.mp3,,"space-ambient, slow, cavernous, airy, ethereal, drones, meditative, vast, shimmering, cinematic",TTA/diffrhythm/Ancient_Whispers_I_P_C_III_diffrhythm_TTA_001.mp3,True
sample_01187,And Over The Rainbows - milky-chu,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/And_Over_The_Rainbows_milky-chu_diffrhythm_TTA_001.mp3,,"chiptune, cheerful, 8-bit, sparkling, melodic, upbeat, whimsical, bright, nostalgic, bouncy",TTA/diffrhythm/And_Over_The_Rainbows_milky-chu_diffrhythm_TTA_001.mp3,True
sample_01188,"Aquamarine, My Distant Blue - Nihilore",FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Aquamarine_My_Distant_Blue_Nihilore_diffrhythm_TTA_001.mp3,,"cinematic, orchestral, swelling, minor, emotive, spacious, aqueous, shimmering, melancholic, evolving",TTA/diffrhythm/Aquamarine_My_Distant_Blue_Nihilore_diffrhythm_TTA_001.mp3,True
sample_01189,Artificial anxiety - Michett,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Artificial_anxiety_Michett_diffrhythm_TTA_001.mp3,,"idm, glitchy, tense, minor-key, granular, syncopated, percussive, evolving, cinematic, digital",TTA/diffrhythm/Artificial_anxiety_Michett_diffrhythm_TTA_001.mp3,True
sample_01190,As Nihilism Gives Way To Existentialism - Nihilore,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/As_Nihilism_Gives_Way_To_Existentialism_Nihilore_diffrhythm_TTA_001.mp3,,"cinematic-post-rock, swelling-pads, dramatic-build, minor, emotive, epic, driving-percussion, spacious, hopeful-turn, instrumental",TTA/diffrhythm/As_Nihilism_Gives_Way_To_Existentialism_Nihilore_diffrhythm_TTA_001.mp3,True
sample_01191,Authenticity - Nihilore,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Authenticity_Nihilore_diffrhythm_TTA_001.mp3,,"cinematic, emotive, strings, pulses, evolving, minor, expansive, dramatic, hopeful, atmospheric",TTA/diffrhythm/Authenticity_Nihilore_diffrhythm_TTA_001.mp3,True
sample_01192,Autobahn - S-B-J,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Autobahn_S-B-J_diffrhythm_TTA_001.mp3,,"techno, motorik, analog, monotone, cruising, uplifting, 4/4, stabs, warehouse, energetic",TTA/diffrhythm/Autobahn_S-B-J_diffrhythm_TTA_001.mp3,True
sample_01193,A Different World By Night - Nihilore,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/A_Different_World_By_Night_Nihilore_diffrhythm_TTA_001.mp3,,"cinematic, nocturnal, swelling, minor, strings, pulses, widescreen, emotive, evolving, atmospheric",TTA/diffrhythm/A_Different_World_By_Night_Nihilore_diffrhythm_TTA_001.mp3,True
sample_01194,Bizzy - The Tleilaxu Music Machine,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Bizzy_The_Tleilaxu_Music_Machine_diffrhythm_TTA_001.mp3,,idm,TTA/diffrhythm/Bizzy_The_Tleilaxu_Music_Machine_diffrhythm_TTA_001.mp3,True
sample_01195,Clay Heart - Nihilore,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Clay_Heart_Nihilore_diffrhythm_TTA_001.mp3,,"cinematic, strings, piano, lamenting, swelling, minor, heartfelt, spacious, melancholic, resolute",TTA/diffrhythm/Clay_Heart_Nihilore_diffrhythm_TTA_001.mp3,True
sample_01196,Cloudy - Subway Sonicbeat,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Cloudy_Subway_Sonicbeat_diffrhythm_TTA_001.mp3,,"minimal, techno, atmospheric, four-on-the-floor, airy, deep, pulsing, hypnotic, warehouse, understated",TTA/diffrhythm/Cloudy_Subway_Sonicbeat_diffrhythm_TTA_001.mp3,True
sample_01197,Cold Chains - Rolemusic,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Cold_Chains_Rolemusic_diffrhythm_TTA_001.mp3,,"8-bit, minimal, icy, arpeggios, crisp, uptempo, nostalgic, pulsewave, looping, instrumental",TTA/diffrhythm/Cold_Chains_Rolemusic_diffrhythm_TTA_001.mp3,True
sample_01198,Coliidae - K.D. Expression,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Coliidae_K.D._Expression_diffrhythm_TTA_001.mp3,,"idm, microhouse, clicky, sine-leads, minimal, precise, aqueous, glitchy, hypnotic, subtle",TTA/diffrhythm/Coliidae_K.D._Expression_diffrhythm_TTA_001.mp3,True
sample_01199,CopperNickle - UncleBibby,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/CopperNickle_UncleBibby_diffrhythm_TTA_001.mp3,,"lo-fi, chiptune, crunchy, playful, quirky, square-waves, bouncy, nostalgic, uptempo, instrumental",TTA/diffrhythm/CopperNickle_UncleBibby_diffrhythm_TTA_001.mp3,True
sample_01200,Dance Harder - Three Chain Links,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Dance_Harder_Three_Chain_Links_diffrhythm_TTA_001.mp3,,"darksynth, arpeggiated, aggressive, 80s, driving, sidechained, anthemic, instrumental, neon, energetic",TTA/diffrhythm/Dance_Harder_Three_Chain_Links_diffrhythm_TTA_001.mp3,True
sample_01201,Dance of the Martians (SynthStep Edit) - Maxim Kornyshev,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Dance_of_the_Martians_SynthStep_Edit_Maxim_Kornyshev_diffrhythm_TTA_001.mp3,,"electro-dubstep, wobble-bass, sci-fi, energetic, syncopated, 140-bpm, aggressive, futuristic, punchy, cinematic",TTA/diffrhythm/Dance_of_the_Martians_SynthStep_Edit_Maxim_Kornyshev_diffrhythm_TTA_001.mp3,True
sample_01202,Daylight Savings - My brother Daniel,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Daylight_Savings_My_brother_Daniel_diffrhythm_TTA_001.mp3,,"lo-fi, chiptune, playful, bouncy, quirky, casio, sunny, lightweight, catchy, nostalgic",TTA/diffrhythm/Daylight_Savings_My_brother_Daniel_diffrhythm_TTA_001.mp3,True
sample_01203,Dreams - ENDRUDARK,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Dreams_ENDRUDARK_diffrhythm_TTA_001.mp3,,"synthwave, dreamy-pads, nostalgic, slow-drive, reverb-heavy, minor, neon-lit, arpeggiated, cinematic, instrumental",TTA/diffrhythm/Dreams_ENDRUDARK_diffrhythm_TTA_001.mp3,True
sample_01204,Dr Deimos-Scribble - Mizuki's Last Chance/Dr Deimos,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Dr_Deimos-Scribble_Mizukis_Last_ChanceDr_Deimos_diffrhythm_TTA_001.mp3,,"chiptune, breakbeat, energetic, staccato, 8-bit, arpeggiated, boss-fight, urgent, crunchy, relentless",TTA/diffrhythm/Dr_Deimos-Scribble_Mizukis_Last_ChanceDr_Deimos_diffrhythm_TTA_001.mp3,True
sample_01205,Edge - Mystery Mammal,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Edge_Mystery_Mammal_diffrhythm_TTA_001.mp3,,"electro, mechanical, driving, bassline, minimal, tense, sci-fi, robotic, focused, instrumental",TTA/diffrhythm/Edge_Mystery_Mammal_diffrhythm_TTA_001.mp3,True
sample_01206,Empower Thee - vargero,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Empower_Thee_vargero_diffrhythm_TTA_001.mp3,,"techno, rave, acidic, 303, warehouse, hypnotic, driving, percussive, gritty, energetic",TTA/diffrhythm/Empower_Thee_vargero_diffrhythm_TTA_001.mp3,True
sample_01207,Endless - The Birth and Death of Silence,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Endless_The_Birth_and_Death_of_Silence_diffrhythm_TTA_001.mp3,,"post-rock, ambient, slowly, swelling, guitars, drones, airy, patient, meditative, cinematic",TTA/diffrhythm/Endless_The_Birth_and_Death_of_Silence_diffrhythm_TTA_001.mp3,True
sample_01208,End of the Line - H-LR,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/End_of_the_Line_H-LR_diffrhythm_TTA_001.mp3,,"techno, peak-time, pounding, distorted, 909, relentless, warehouse, hypnotic, gritty, driving",TTA/diffrhythm/End_of_the_Line_H-LR_diffrhythm_TTA_001.mp3,True
sample_01209,End titles - Itsensäsyöjät,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/End_titles_Itsensäsyöjät_diffrhythm_TTA_001.mp3,,"experimental, drone, lo-fi, minimal, somber, slow, evolving, textural, cinematic, final",TTA/diffrhythm/End_titles_Itsensäsyöjät_diffrhythm_TTA_001.mp3,True
sample_01210,Enthalpy - Rolemusic,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Enthalpy_Rolemusic_diffrhythm_TTA_001.mp3,,"game-boy-chiptune, 8-bit-arpeggios, energetic, melodic, square-wave, nostalgic, uptempo, crunchy-kicks, looping, instrumental",TTA/diffrhythm/Enthalpy_Rolemusic_diffrhythm_TTA_001.mp3,True
sample_01211,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Fifth_Ramble_-_From_the_album_Keith_RSVP007_My_brother_Daniel_diffrhythm_TTA_001.mp3,,"lo-fi, indietronica, meandering, playful, quirky, light-percussion, casio, melodic, sunny, whimsical",TTA/diffrhythm/Fifth_Ramble_-_From_the_album_Keith_RSVP007_My_brother_Daniel_diffrhythm_TTA_001.mp3,True
sample_01212,Flashback - Seclorance,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Flashback_Seclorance_diffrhythm_TTA_001.mp3,,"darkwave, cyberpunk, retro, brooding, analog, basslines, cinematic, suspenseful, pulsing, nocturnal",TTA/diffrhythm/Flashback_Seclorance_diffrhythm_TTA_001.mp3,True
sample_01213,Fleslit - Fleslit,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Fleslit_Fleslit_diffrhythm_TTA_001.mp3,,"dark, electronic, glitch, bass-heavy, halftime, distorted, menacing, edgy, cinematic, aggressive",TTA/diffrhythm/Fleslit_Fleslit_diffrhythm_TTA_001.mp3,True
sample_01214,Fly 2 - Andre Jetson,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Fly_2_Andre_Jetson_diffrhythm_TTA_001.mp3,,"trap, 808s, crisp, melodic, airy, headnod, modern, minimal, bounce, confident",TTA/diffrhythm/Fly_2_Andre_Jetson_diffrhythm_TTA_001.mp3,True
sample_01215,Four and a Half Tatami - Nihilore,FAKE,1,Echoes,Electronic,diffrhythm,data/raw/Echoes/Echoes/TTA/diffrhythm/Four_and_a_Half_Tatami_Nihilore_diffrhythm_TTA_001.mp3,,"cinematic, intimate, plucked, minimalist, waltzing, melancholic, airy, delicate, tatami, nocturne",TTA/diffrhythm/Four_and_a_Half_Tatami_Nihilore_diffrhythm_TTA_001.mp3,True
